angDist,_RAJ2000,_DEJ2000,KIC,G16,Teff,log(g),[Fe/H],Rad,Mass,rho,Dist,Av,Mod,Ref,H14,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,numax,e_numax,dnu,e_dnu,Teff,e_Teff,logg,e_logg,M,e_M,Prot,e_Prot,Crowding,Tcrit,Vsini,e_Vsini,_RA,_DE
0.003996,299.12772,44.77139,8648338, ,4969,2.899,0.21,9.433,2.572,0.00432,1691.623,0.655,DSEP,,1,Simbad,299.12772,44.77139,299.12772,44.77138889,8648338,93.15,5.62,7.53,0.15,5029,223,2.89,0.03,2.39,0.3,48.07,3.51,0.99,3.94,0,0,299.12772,44.771389
0.006984,287.38123,43.23942,7595365, ,4939,2.37,-0.5,16.474,2.32,7.31E-04,5958.157,0.366,DSEP,,1,Simbad,287.38123,43.23942,287.38123,43.23942194,7595365,29.4,1.89,4.08,0.11,5180,253,2.4,0.03,0.91,0.13,88.47,4.41,1,7.28,0,0,287.38123,43.239422
0.003996,296.81079,46.71622,9904029, ,4845,2.394,0.07,18.88,3.221,6.74E-04,5678.689,0.524,DSEP,,1,Simbad,296.81079,46.71622,296.81079,46.71622111,9904029,28.95,2.36,3.67,0.55,4845,185,2.38,0.04,1.2,0.4,58.77,4.76,0.99,8.09,0,0,296.81079,46.716221
0.006984,295.69174,40.14237,5026399, ,5021,2.967,-0.14,7.475,1.89,0.00637,388.512,0.242,DSEP,,1,Simbad,295.69174,40.14237,295.69174,40.14236806,5026399,111.35,4.85,8.67,0.22,5098,158,2.97,0.02,2.37,0.23,72.35,12.05,1,3.43,0,0,295.69174,40.142368
0.003996,291.63077,44.34158,8365052, ,4927,2.64,-0.26,11.204,2,0.002,2042.123,0.435,DSEP,,1,Simbad,291.63077,44.34158,291.63077,44.34157889,8365052,55.89,2.39,5.05,0.15,5254,338,2.68,0.03,2.73,0.34,77,3.24,1,5.88,0,0,291.63077,44.341579
0.003996,288.24649,43.20708,7597390, ,4782,2.383,-0.42,13.257,1.547,9.35E-04,2748.937,0.382,DSEP,,1,Simbad,288.24649,43.20708,288.24649,43.20708111,7597390,30.79,2.09,4,0.54,5023,259,2.41,0.03,1.08,0.33,81.59,4.36,1,7.43,0,0,288.24649,43.207081
0.003996,291.90381,44.3868,8365782, ,5109,2.833,0.07,10.656,2.814,0.00328,881.246,0.398,DSEP,,1,Simbad,291.90381,44.3868,291.90381,44.38679889,8365782,81.33,3.2,6.3,0.13,5356,319,2.85,0.03,3.57,0.39,115.99,4.12,1,4.71,0,0,291.90381,44.386799
0.006984,293.40237,48.05422,10735077, ,4869,2.369,0.07,19.928,3.386,6.03E-04,3711.506,0.416,DSEP,,1,Simbad,293.40237,48.05422,293.40237,48.05421806,10735077,29.17,1.83,3.75,0.47,4847,171,2.38,0.03,1.13,0.31,67.5,6.31,0.99,7.92,7.78,1.83,293.40237,48.054218
0.003996,293.91449,48.08357,10736390, ,5102,2.751,0.21,12.326,3.12,0.00235,1237.89,0.417,DSEP,,1,Simbad,293.91449,48.08357,293.91449,48.08356889,10736390,75.13,3.06,5.85,0.06,5147,175,2.8,0.02,3.56,0.3,103.76,5.09,0.99,5.08,0,0,293.91449,48.083569
0.003996,292.74582,38.30808,3240280, ,4810,2.384,-0.34,14.938,1.972,8.33E-04,2878.088,0.607,DSEP,,1,Simbad,292.74582,38.30808,292.74582,38.30807889,3240280,29.19,1.71,3.78,1.71,4810,121,2.38,0.03,1.08,0.99,103.83,5.3,0.99,7.86,0,0,292.74582,38.308079
0.003996,300.12079,46.24001,9612933, ,4886,2.603,-0.4,10.285,1.546,0.002,906.5,0.506,DSEP,,1,Simbad,300.12079,46.24001,300.12079,46.24000889,9612933,53.29,2.53,4.38,0.16,4886,136,2.64,0.02,3.74,0.43,39.5,1.54,1,6.78,0,0,300.12079,46.240009
0,290.92725,43.23875,7604896, ,4878,2.917,0.06,7.812,1.837,0.00543,2239.48,0.436,DSEP,,1,Simbad,290.92725,43.23875,290.92725,43.23875,7604896,78.33,11.7,8.78,0.27,5032,133,2.82,0.07,0.77,0.21,88.46,9.52,1,3.38,0,0,290.92725,43.23875
0.006984,296.12277,48.01153,10742794, ,5024,2.363,-0.5,17.364,2.539,6.83E-04,2662.143,0.476,DSEP,,1,Simbad,296.12277,48.01153,296.12277,48.01153194,10742794,29.16,1.73,3.92,0.12,5014,273,2.39,0.03,0.99,0.14,98.15,4.64,1,7.58,0,0,296.12277,48.011532
0.003996,298.67899,46.79996,9910430, ,5066,2.956,-0.14,7.87,2.042,0.0059,1348.712,0.552,DSEP,,1,Simbad,298.67899,46.79996,298.67899,46.79996111,9910430,106.65,6.63,8.2,0.16,5066,144,2.95,0.03,2.58,0.31,115.31,3.9,1,3.62,0,0,298.67899,46.799961
0.003996,295.59668,50.44847,12020628, ,5267,2.851,0.21,10.724,2.975,0.0034,678.172,0.343,DSEP,,1,Simbad,295.59668,50.44847,295.59668,50.44847111,12020628,91.05,4.38,6.99,0.17,5267,340,2.89,0.03,3.22,0.4,94.82,4.99,1,4.25,0,0,295.59668,50.448471
0.003996,288.96835,39.797,4645455, ,4865,2.49,-0.32,13.254,1.979,0.0012,2403.731,0.443,DSEP,,1,Simbad,288.96835,39.797,288.96835,39.79700111,4645455,37.43,1.91,4.12,0.14,4980,174,2.5,0.03,1.71,0.2,99.52,7.64,0.99,7.21,0,0,288.96835,39.797001
0,293.46588,43.24482,7612866, ,4993,2.399,0.07,19.695,3.546,6.54E-04,4897.967,0.503,DSEP,,1,Simbad,293.46588,43.24482,293.46588,43.24482,7612866,31.54,1.77,4,0.11,4993,242,2.42,0.03,1.15,0.15,81.96,9.62,0.98,7.43,0,0,293.46588,43.24482
0.003996,293.48361,43.25693,7612916, ,4769,2.344,-0.3,15.713,1.987,7.22E-04,4003.503,0.504,DSEP,,1,Simbad,293.48361,43.25693,293.48361,43.25693111,7612916,28.56,1.87,4,0.6,5083,303,2.38,0.04,0.88,0.29,102.32,5.16,0.99,7.43,0,0,293.48361,43.256931
0.006984,296.41443,50.47962,12022621, ,5000,2.373,0.07,20.375,3.57,5.94E-04,5441.155,0.436,DSEP,,1,Simbad,296.41443,50.47962,296.41443,50.47962194,12022621,30.01,1.89,3.75,0.12,5000,249,2.4,0.03,1.29,0.18,48.4,3.33,1,7.92,0,0,296.41443,50.479622
0.003996,293.4053,42.45173,6953758, ,5038,2.518,-0.5,14.104,2.388,0.0012,5430.857,0.519,DSEP,,1,Simbad,293.4053,42.45173,293.4053,42.45172889,6953758,39.19,1.96,4.26,1.94,5198,282,2.52,0.03,1.83,1.68,119.19,6.02,1,6.97,0,0,293.4053,42.451729
0,285.68982,38.40163,3324186, ,4724,2.41,-0.18,14.17,1.881,9.31E-04,3818.739,0.388,DSEP,,1,Simbad,285.68982,38.40163,285.68982,38.40163,3324186,32.44,2.2,3.91,0.09,4724,110,2.42,0.03,1.26,0.16,51.87,4.32,0.98,7.6,0,0,285.68982,38.40163
0.003996,298.34012,44.37687,8386537, ,4751,2.393,-0.18,15,2.032,8.48E-04,1647.907,0.634,DSEP,,1,Simbad,298.34012,44.37687,298.34012,44.37686889,8386537,30.6,1.65,3.81,0.14,4729,101,2.4,0.03,1.18,0.14,62.12,5.26,0.99,7.8,0,0,298.34012,44.376869
0.011016,298.38388,44.30746,8386719, ,4910,2.747,-0.62,6.364,0.826,0.00451,1780.778,0.646,DSEP,,1,Simbad,298.38388,44.30746,298.38388,44.30745694,8386719,72.93,3.48,7.01,0.19,4910,158,2.78,0.02,1.47,0.16,112.81,5.45,0.99,4.24,0,0,298.38388,44.307457
0.006984,299.01782,44.39823,8389200, ,4833,2.63,0.36,13.991,3.042,0.00156,1301.58,0.618,DSEP,,1,Simbad,299.01782,44.39823,299.01782,44.39823194,8389200,59.56,2.36,4.9,0.15,4802,171,2.69,0.02,3.25,0.33,93.58,3.14,1,6.06,0,0,299.01782,44.398232
0,287.96347,40.21727,5087190, ,4945,2.757,0.21,11.319,2.667,0.00259,2407.189,0.413,DSEP,,1,Simbad,287.96347,40.21727,287.96347,40.21727,5087190,69.75,3.29,6.08,0.13,5102,249,2.77,0.03,2.41,0.27,66.11,9.46,0.99,4.89,0,0,287.96347,40.21727
0.003996,288.98715,41.54535,6196149, ,4637,2.34,-0.08,15.494,1.916,7.26E-04,2494.163,0.417,DSEP,,1,Simbad,288.98715,41.54535,288.98715,41.54534889,6196149,29.64,1.85,3.73,0.11,4984,280,2.39,0.03,1.26,0.18,61.28,3.41,1,7.96,0,0,288.98715,41.545349
0.006984,288.80194,45.68276,9211482, ,5196,2.689,-0.5,11.635,2.411,0.00216,3725.515,0.364,DSEP,,1,Simbad,288.80194,45.68276,288.80194,45.68275806,9211482,55.17,2.64,5.39,0.13,5196,225,2.67,0.03,1.99,0.22,80.28,7.51,1,5.51,0,0,288.80194,45.682758
0.006984,292.89886,40.84804,5623569, ,4623,2.382,0,14.873,1.942,8.32E-04,3565.481,0.541,DSEP,,1,Simbad,292.89886,40.84804,292.89886,40.84804194,5623569,29.65,1.7,3.89,0.12,4787,119,2.39,0.03,1.01,0.12,123.39,6.01,0.99,7.64,0,0,292.89886,40.848042
0.003996,285.36105,48.19852,10783198, ,4836,2.32,-0.5,15.855,1.915,6.77E-04,4314.042,0.3,DSEP,,1,Simbad,285.36105,48.19852,285.36105,48.19852111,10783198,27.08,2.36,3.74,0.12,5079,250,2.36,0.04,0.98,0.17,42.72,3.17,1,7.94,0,0,285.36105,48.198521
0.006984,287.54553,46.80887,9942613, ,5185,2.356,-0.5,19.309,3.084,6.03E-04,8231.89,0.336,DSEP,,1,Simbad,287.54553,46.80887,287.54553,46.80886806,9942613,28.67,1.61,3.78,0.12,5185,322,2.39,0.03,1.15,0.16,48.06,4.27,0.99,7.86,0,0,287.54553,46.808868
0.006984,296.63239,43.84358,8043622, ,5186,2.866,0.07,10.245,2.814,0.00369,3921.823,0.6,DSEP,,1,Simbad,296.63239,43.84358,296.63239,43.84357806,8043622,93.28,17.25,8.21,0.17,5186,226,2.9,0.09,1.78,0.58,54.45,6.91,0.99,3.62,0,0,296.63239,43.843578
0.003996,290.46103,48.16986,10793890, ,5299,2.957,0.07,9.049,2.706,0.00514,751.397,0.33,DSEP,,1,Simbad,290.46103,48.16986,290.46103,48.16986111,10793890,114.41,4.6,8.52,0.25,5364,290,3,0.02,2.98,0.34,125.09,5.3,1,3.49,0,0,290.46103,48.169861
0,289.05795,46.812,9945210, ,5185,2.356,-0.5,19.309,3.084,6.03E-04,6709.249,0.357,DSEP,,1,Simbad,289.05795,46.812,289.05795,46.812,9945210,29.35,1.9,3.77,0.13,5185,317,2.4,0.04,1.25,0.19,38.25,4.05,0.99,7.88,0,0,289.05795,46.812
0.003996,282.38779,44.41603,8411053, ,4905,2.36,-0.66,14.396,1.732,8.18E-04,1676.676,0.291,DSEP,,1,Simbad,282.38779,44.41603,282.38779,44.41603111,8411053,27.63,1.73,3.89,0.14,5015,209,2.36,0.03,0.87,0.12,101.64,4.82,1,7.64,0,0,282.38779,44.416031
0.003996,294.24564,39.72482,4663801, ,5023,2.981,0,7.738,2.091,0.00636,1005.18,0.528,DSEP,,1,Simbad,294.24564,39.72482,294.24564,39.72481889,4663801,66.87,0.53,5.39,0.13,5026,126,2.75,0.01,3.37,0.2,57.16,5.61,1,5.51,0,0,294.24564,39.724819
0.003996,282.46777,43.34521,7661609, ,4477,2.267,0.14,16.657,1.873,5.71E-04,1656.53,0.298,DSEP,,1,Simbad,282.46777,43.34521,282.46777,43.34521111,7661609,23.26,1.13,2.7,0.4,4660,157,2.27,0.02,2.01,0.62,104.56,3.07,1,11,0,0,282.46777,43.345211
0.011016,293.34229,45.63969,9222065, ,5188,2.929,0.07,9.343,2.707,0.00467,726.272,0.372,DSEP,,1,Simbad,293.34229,45.63969,293.34229,45.63968694,9222065,147.8,7.8,12.44,0.24,5172,213,3.1,0.03,1.34,0.15,87.9,3.56,1,2.39,0,0,293.34229,45.639687
0.006984,293.59579,41.50168,6210603, ,5186,2.97,0.07,8.767,2.614,0.00546,672.734,0.388,DSEP,,1,Simbad,293.59579,41.50168,293.59579,41.50167806,6210603,117.29,4.85,8.74,0.21,5186,241,3,0.02,2.75,0.28,98.84,6.68,0.99,3.4,0,0,293.59579,41.501678
0,287.09601,43.37711,7670419, ,4625,2.377,0.1,15.651,2.128,7.82E-04,1711.768,0.36,DSEP,,1,Simbad,287.09601,43.37711,287.09601,43.37711,7670419,30.24,1.76,3.67,0.11,4745,147,2.39,0.03,1.33,0.16,107.4,8.38,1,8.09,0,0,287.09601,43.37711
0.003996,287.62259,43.31944,7671562, ,4718,2.377,0.21,19.478,3.296,6.28E-04,2627.033,0.37,DSEP,,1,Simbad,287.62259,43.31944,287.62259,43.31943889,7671562,29.82,1.73,3.85,0.52,4896,200,2.39,0.03,1.1,0.32,112.75,5.55,1,7.71,0,0,287.62259,43.319439
0.006984,289.39917,44.46937,8424345, ,5330,3.141,0.21,6.943,2.432,0.0102,2298.726,0.388,DSEP,,1,Simbad,289.39917,44.46937,289.39917,44.46937194,8424345,155.34,10.58,11.61,0.42,5330,321,3.13,0.04,2.14,0.34,120,6.21,0.99,2.56,0,0,289.39917,44.469372
0,297.06934,48.12056,10811720, ,5019,2.539,0.07,15.887,3.185,0.00112,2678.328,0.498,DSEP,,1,Simbad,297.06934,48.12056,297.06934,48.12056,10811720,39.31,2.19,4.37,0.13,5019,219,2.52,0.03,1.58,0.2,111.22,5.75,1,6.8,0,0,297.06934,48.12056
0.003996,289.5575,44.46083,8424785, ,4773,2.334,-0.38,15.172,1.811,7.30E-04,3057.271,0.391,DSEP,,1,Simbad,289.5575,44.46083,289.5575,44.46083111,8424785,28.75,1.69,3.83,0.12,4998,229,2.38,0.03,1.04,0.14,65.66,5.96,1,7.75,0,0,289.5575,44.460831
0.003996,296.39633,41.52146,6221548, ,5060,2.987,-0.08,7.637,2.064,0.00653,910.681,0.515,DSEP,,1,Simbad,296.39633,41.52146,296.39633,41.52146111,6221548,110.72,6.4,8.65,0.2,5340,210,2.98,0.03,2.52,0.3,103.78,3.51,0.99,3.43,0,0,296.39633,41.521461
0.003996,297.3714,39.73483,4678610, ,4904,3.179,0.12,5.34,1.572,0.0145,1312.28,0.7,DSEP,,1,Simbad,297.3714,39.73483,297.3714,39.73482889,4678610,178.54,8.41,13.77,0.35,4916,140,3.17,0.02,1.45,0.15,17.25,1.42,0.99,2.16,0,0,297.3714,39.734829
0,294.23804,46.37849,9655101, ,5188,2.929,0.07,9.343,2.707,0.00467,1173.101,0.444,DSEP,,1,Simbad,294.23804,46.37849,294.23804,46.37849,9655101,95.36,6.09,7.92,0.23,5285,292,2.91,0.03,2.26,0.32,114.44,3.82,1,3.75,0,0,294.23804,46.37849
0,287.14819,43.91748,8085964, ,5123,2.878,0.21,10.173,2.851,0.00381,762.56,0.327,DSEP,,1,Simbad,287.14819,43.91748,287.14819,43.91748,8085964,97.22,4.28,7.46,0.17,5073,143,2.91,0.02,2.86,0.27,103.03,5.97,1,3.98,0,0,287.14819,43.91748
0.003996,294.26117,46.38697,9655167, ,5348,2.897,0.07,9.888,2.814,0.0041,1321.629,0.452,DSEP,,1,Simbad,294.26117,46.38697,294.26117,46.38697111,9655167,100.62,9.55,8.04,0.28,5348,225,2.94,0.05,2.54,0.47,105.21,4.35,0.99,3.69,0,0,294.26117,46.386971
0.003996,299.29419,45.62676,9240941, ,5043,2.929,0.07,8.905,2.459,0.0049,1065.912,0.548,DSEP,,1,Simbad,299.29419,45.62676,299.29419,45.62675889,9240941,109.78,4.55,8.34,0.18,4879,118,2.96,0.02,2.48,0.22,125.16,6.27,1,3.56,0,0,299.29419,45.626759
0,294.50238,40.23341,5109088, ,4882,2.638,-0.54,8.012,1.015,0.00278,2033.393,0.623,DSEP,,1,Simbad,294.50238,40.23341,294.50238,40.23341,5109088,52.22,3.52,5.01,0.12,5033,227,2.64,0.03,2.15,0.3,75.95,8.63,1,5.93,0,0,294.50238,40.23341
0,283.99515,40.97485,5685244, ,4777,2.379,-0.52,11.158,1.088,0.0011,1506.81,0.334,DSEP,,1,Simbad,283.99515,40.97485,283.99515,40.97485,5685244,29.75,1.63,3.82,0.12,4777,90,2.39,0.03,1.09,0.13,85.44,2.7,1,7.78,0,0,283.99515,40.97485
0,284.27298,45.72472,9266192, ,5151,2.89,-0.54,7.876,1.754,0.00506,414.663,0.219,DSEP,,1,Simbad,284.27298,45.72472,284.27298,45.72472,9266192,90.4,4.2,6.22,0.19,5157,192,2.89,0.02,4.87,0.54,79.17,4.54,1,4.78,0,0,284.27298,45.72472
0,297.56696,46.83308,9966518, ,4993,2.399,0.07,19.695,3.546,6.54E-04,5319.303,0.544,DSEP,,1,Simbad,297.56696,46.83308,297.56696,46.83308,9966518,31.8,1.9,4,0.56,4993,245,2.42,0.03,1.18,0.36,81.4,7.74,0.99,7.43,0,0,297.56696,46.83308
0,297.67743,46.85054,9966914, ,5614,2.981,0.07,8.654,2.612,0.00568,1895.794,0.545,DSEP,,1,Simbad,297.67743,46.85054,297.67743,46.85054,9966914,110.8,4.9,8.75,0.28,5335,177,2.98,0.02,2.41,0.26,116.74,5.6,1,3.39,0,0,297.67743,46.85054
0,286.05576,40.97353,5689448, ,4920,2.404,0.07,19.13,3.38,6.80E-04,6474.082,0.367,DSEP,,1,Simbad,286.05576,40.97353,286.05576,40.97353,5689448,31.64,1.76,3.91,0.12,4920,224,2.42,0.03,1.25,0.16,64.32,3.41,1,7.6,0,0,286.05576,40.97353
0.006984,285.28616,45.71567,9268083, ,4822,2.545,-0.14,12.639,2.045,0.00143,2866.204,0.315,DSEP,,1,Simbad,285.28616,45.71567,285.28616,45.71567194,9268083,41.77,2.21,4.6,0.17,5031,213,2.54,0.03,1.55,0.2,117.56,6.19,1,6.46,0,0,285.28616,45.715672
0.003996,291.86923,48.25084,10861387, ,5174,3.698,-0.54,2.142,0.834,0.119,311.909,0.18,DSEP,,1,Simbad,291.86923,48.25084,291.86923,48.25083889,10861387,156.65,35.98,13.81,0.36,5174,121,3.13,0.11,1.05,0.42,67.5,5.93,1,2.15,0,0,291.86923,48.250839
0.003996,291.77063,42.56829,7033518, ,4976,2.723,0.07,12.094,2.815,0.00224,3240.376,0.469,DSEP,,1,Simbad,291.77063,42.56829,291.77063,42.56829111,7033518,62.96,3.16,5.91,0.15,5147,239,2.73,0.03,2.01,0.23,134.98,6.38,0.99,5.03,0,0,291.77063,42.568291
0,287.80746,40.96244,5693543, ,5023,2.39,0.07,19.932,3.553,6.32E-04,7091.902,0.4,DSEP,,1,Simbad,287.80746,40.96244,287.80746,40.96244,5693543,29.18,1.87,3.86,1.85,5023,259,2.39,0.03,1.06,1.03,103.75,7.81,1,7.69,0,0,287.80746,40.96244
0,294.10468,48.29285,10866694, ,4739,2.395,0.21,18.525,3.106,6.88E-04,2787.81,0.426,DSEP,,1,Simbad,294.10468,48.29285,294.10468,48.29285,10866694,31.96,1.75,3.93,0.12,4867,192,2.42,0.03,1.24,0.15,111.22,5.27,1,7.56,0,0,294.10468,48.29285
0.006984,297.27606,40.20862,5121605, ,4683,2.424,0.21,16.844,2.748,8.10E-04,1769.009,0.754,DSEP,,1,Simbad,297.27606,40.20862,297.27606,40.20861806,5121605,33.55,1.85,4.06,0.58,4788,125,2.44,0.03,1.23,0.37,145.73,7.22,1,7.32,0,0,297.27606,40.208618
0.006984,294.16199,48.29236,10866844, ,5575,3.422,-0.48,4.045,1.575,0.0335,449.44,0.26,DSEP,,1,Simbad,294.16199,48.29236,294.16199,48.29235806,10866844,91.82,5.3,7.3,0.15,5557,174,2.91,0.03,3.01,0.35,148.76,5.51,1,4.07,0,0,294.16199,48.292358
0.006984,288.37677,40.94816,5695038, ,5025,3.202,-0.28,4.589,1.223,0.0178,2142.892,0.412,DSEP,,1,Simbad,288.37677,40.94816,288.37677,40.94815806,5695038,190,14.7,14.34,0.3,5028,142,3.2,0.04,1.54,0.22,62.11,4.4,0.99,2.07,0,0,288.37677,40.948158
0.003996,290.66614,39.86622,4743066, ,4828,2.361,-0.42,15.232,1.943,7.74E-04,5047.769,0.489,DSEP,,1,Simbad,290.66614,39.86622,290.66614,39.86621889,4743066,28.75,1.77,3.78,0.12,4998,233,2.38,0.03,1.1,0.15,52.6,4.99,1,7.86,0,0,290.66614,39.866219
0.006984,298.02304,43.39142,7703954, ,5018,2.901,0.07,9.208,2.459,0.00444,526.804,0.33,DSEP,,1,Simbad,298.02304,43.39142,298.02304,43.39141806,7703954,70.12,11.13,7.25,0.07,5008,127,2.77,0.08,1.18,0.33,75.02,3.13,1,4.1,0,0,298.02304,43.391418
0.003996,288.84152,44.97202,8746222, ,4816,2.341,-0.42,15.585,1.943,7.23E-04,3661.484,0.372,DSEP,,1,Simbad,288.84152,44.97202,288.84152,44.97201889,8746222,27.33,2.11,3.83,0.64,5141,297,2.37,0.04,0.93,0.34,62.55,4.87,1,7.75,0,0,288.84152,44.972019
0.003996,294.15768,42.57266,7041602, ,4736,2.374,-0.34,13.487,1.569,9.01E-04,2037.562,0.541,DSEP,,1,Simbad,294.15768,42.57266,294.15768,42.57265889,7041602,28.47,1.97,3.75,0.11,4736,98,2.37,0.03,1.01,0.14,79.2,4.2,0.99,7.92,0,0,294.15768,42.572659
0.006984,286.32739,46.90106,10000151, ,5060,3.319,0.04,4.674,1.662,0.0229,2250.154,0.319,DSEP,,1,Simbad,286.32739,46.90106,286.32739,46.90105806,10000151,262.5,14.9,18.3,0.04,5057,176,3.34,0.03,1.55,0.17,108.14,9.12,1,1.62,0,0,286.32739,46.901058
0.003996,294.8494,39.87721,4758020, ,4999,2.876,0.07,9.471,2.459,0.00408,2377.671,0.656,DSEP,,1,Simbad,294.8494,39.87721,294.8494,39.87720889,4758020,92.4,6.37,7.5,0.14,5285,294,2.9,0.04,2.55,0.36,124.25,4.66,1,3.96,0,0,294.8494,39.877209
0,292.39401,40.90519,5707338, ,5038,2.841,0.21,10.623,2.852,0.00335,872.933,0.443,DSEP,,1,Simbad,292.39401,40.90519,292.39401,40.90519,5707338,81.3,3.8,6.49,0.18,4837,158,2.83,0.02,2.72,0.29,60.42,4.3,1,4.58,0,0,292.39401,40.90519
0.003996,292.46057,40.95111,5707560, ,4585,2.412,0.36,16.86,2.676,7.86E-04,2418.654,0.523,DSEP,,1,Simbad,292.46057,40.95111,292.46057,40.95111111,5707560,31.4,1.8,3.79,0.14,4751,151,2.41,0.03,1.31,0.17,133.16,6.48,1,7.84,0,0,292.46057,40.951111
0,294.19592,45.73838,9286851, ,5074,3.132,0.12,6.565,2.129,0.0106,507.472,0.296,DSEP,,1,Simbad,294.19592,45.73838,294.19592,45.73838,9286851,60.34,10.97,6.57,0.2,5109,130,2.71,0.09,1.15,0.37,90.32,7.78,1,4.52,0,0,294.19592,45.73838
0.003996,291.93939,48.34232,10920268, ,5113,2.358,-0.5,18.404,2.815,6.36E-04,5631.447,0.386,DSEP,,1,Simbad,291.93939,48.34232,291.93939,48.34231889,10920268,27.61,1.83,3.89,0.54,5113,265,2.37,0.03,0.9,0.28,79.72,8.99,0.99,7.64,0,0,291.93939,48.342319
0.006984,290.08661,46.9452,10007492, ,4980,3.167,-0.02,5.443,1.589,0.0139,1214.93,0.368,DSEP,,1,Simbad,290.08661,46.9452,290.08661,46.94520194,10007492,178.84,28.4,15.5,0.63,5282,194,3.19,0.08,1.01,0.29,2.64,0.16,0.98,1.92,0,0,290.08661,46.945202
0.006984,290.01352,46.41374,9705929, ,4999,2.361,0.07,20.69,3.579,5.69E-04,8257.107,0.376,DSEP,,1,Simbad,290.01352,46.41374,290.01352,46.41373806,9705929,29.18,1.64,3.67,0.53,4999,265,2.39,0.03,1.29,0.4,60.02,2.89,0.99,8.09,0,0,290.01352,46.413738
0.003996,298.13217,48.31129,10935853, ,5083,2.708,0.07,12.868,3.083,0.00204,1892.971,0.521,DSEP,,1,Simbad,298.13217,48.31129,298.13217,48.31129111,10935853,65.47,2.87,5.76,0.13,5083,170,2.74,0.02,2.46,0.24,62.55,5.65,1,5.16,0,0,298.13217,48.311291
0.006984,298.19485,40.9783,5731004, ,4970,2.802,0.36,11.387,2.996,0.00286,2592.027,0.814,DSEP,,1,Simbad,298.19485,40.9783,298.19485,40.97829806,5731004,74.25,4.22,6.46,0.13,4901,151,2.79,0.03,2.15,0.24,134.06,6.58,0.98,4.6,0,0,298.19485,40.978298
0.006984,288.89529,42.66469,7108646, ,4757,2.37,-0.3,14.666,1.838,8.21E-04,2732.736,0.401,DSEP,,1,Simbad,288.89529,42.66469,288.89529,42.66468806,7108646,30.46,1.78,3.86,0.53,5002,283,2.41,0.03,1.2,0.36,80.28,9.09,1,7.69,0,0,288.89529,42.664688
0.003996,293.8461,40.38874,5194072, ,4822,2.609,-0.38,8.902,1.173,0.00234,1590.954,0.578,DSEP,,1,Simbad,293.8461,40.38874,293.8461,40.38874111,5194072,53.3,3.04,4.89,0.12,4935,252,2.65,0.03,2.45,0.31,79.72,7.14,0.98,6.07,0,0,293.8461,40.388741
0.006984,287.2399,48.48498,10966950, ,4750,2.366,-0.22,15.435,2.017,7.73E-04,3347.627,0.319,DSEP,,1,Simbad,287.2399,48.48498,287.2399,48.48498194,10966950,28.15,1.62,3.69,0.11,5002,267,2.37,0.03,1.13,0.15,49.09,2.77,0.99,8.05,0,0,287.2399,48.484982
0.003996,288.77982,48.40447,10969616, ,4996,2.354,0.07,20.848,3.584,5.57E-04,3241.332,0.338,DSEP,,1,Simbad,288.77982,48.40447,288.77982,48.40446889,10969616,30.64,1.99,3.94,0.11,4996,252,2.41,0.03,1.12,0.16,109.75,6.99,1,7.54,0,0,288.77982,48.404469
0.003996,290.32764,48.49676,10972717, ,5015,2.352,-0.5,18.623,2.841,6.20E-04,4018.683,0.359,DSEP,,1,Simbad,290.32764,48.49676,290.32764,48.49676111,10972717,28.52,2.31,3.94,0.11,5015,254,2.38,0.04,0.91,0.15,106.69,5.63,1,7.54,0,0,290.32764,48.496761
0.003996,292.52603,48.45943,10977040, ,5155,2.619,0.07,15.15,3.481,0.00141,2807.183,0.394,DSEP,,1,Simbad,292.52603,48.45943,292.52603,48.45943111,10977040,53.22,2.39,5.07,0.16,5251,304,2.66,0.03,2.31,0.28,114.31,6.13,1,5.86,0,0,292.52603,48.459431
0.006984,280.78091,47.03713,10053224, ,4694,2.356,-0.1,15.784,2.061,7.38E-04,1887.902,0.263,DSEP,,1,Simbad,280.78091,47.03713,280.78091,47.03712806,10053224,29.08,1.7,3.68,0.13,4861,157,2.38,0.03,1.21,0.16,59.58,4.9,1,8.07,0,0,280.78091,47.037128
0.011016,293.29343,48.42611,10978644, ,4060,1.386,-0.22,33.133,0.974,3.77E-05,1866.129,0.408,DSEP,,1,Simbad,293.29343,48.42611,293.29343,48.42611306,10978644,4.19,0.4,0.68,2.74,4060,105,1.5,0.04,2.37,19.13,165.07,16.33,1,43.68,0,0,293.29343,48.426113
0.003996,294.36237,45.05915,8825444, ,5109,2.833,0.07,10.656,2.814,0.00328,1254.766,0.473,DSEP,,1,Simbad,294.36237,45.05915,294.36237,45.05915111,8825444,83.44,3.8,6.57,0.15,5210,249,2.85,0.03,3.13,0.34,83.69,7.64,1,4.52,0,0,294.36237,45.059151
0,298.4552,40.33812,5215232, ,5000,2.998,0.08,7.638,2.117,0.00669,2409.667,0.869,DSEP,,1,Simbad,298.4552,40.33812,298.4552,40.33812,5215232,123.53,5.49,9.85,0.27,5000,181,3.01,0.02,1.89,0.2,14.24,0.78,0.98,3.02,0,0,298.4552,40.33812
