angDist,_RAJ2000,_DEJ2000,KIC,numax,e_numax,Dnu,e_Dnu,DPi1,e_DPi1,q,e_q,eps,e_eps,dnurot,e_dnurot,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,G16,Teff,log(g),[Fe/H],Rad,Mass,rho,Dist,Av,Mod,Ref,H14,Simbad,_RA,_DE
0,287.56485,38.61134,3532085,104.7,1.26,9.53,0.04,76.92,0.03,0.14,0.02,0.164,0.059,400,14,Simbad,287.56485,38.61134,287.56485,38.61134,3532085, ,4709,2.933,0.04,5.746,1.032,0.00766,1211.87,0.419,DSEP,,1,Simbad,287.56485,38.61134
0.0036,287.81531,38.640709,3532734,145.2,1.67,11.83,0.05,75.84,0.04,0.14,0.02,0.315,0.048,550,17,Simbad,287.81531,38.640709,287.81531,38.64071,3532734, ,4888,3.082,-0.06,5.544,1.354,0.0112,794.533,0.38,DSEP,,1,Simbad,287.81531,38.64071
0.0036,289.91501,38.676281,3539261,27.3,0.49,3.86,0.04,254.69,0.11,0.24,0.03,-0.308,0.07,10,7,Simbad,289.91501,38.676281,289.91501,38.67628,3539261, ,4993,2.351,0.07,20.941,3.587,5.50E-04,4263.077,0.49,DSEP,,1,Simbad,289.91501,38.67628
0.0036,289.96317,38.697231,3539429,113.4,1.33,9.92,0.05,77.53,0.07,0.12,0.02,0.296,0.106,420,20,Simbad,289.96317,38.697231,289.96317,38.69723,3539429, ,4750,2.955,0.2,6.868,1.55,0.00674,1600.745,0.488,DSEP,,1,Simbad,289.96317,38.69723
0,290.40839,38.62439,3541061,38.5,0.56,4.44,0.04,325.12,0.15,0.33,0.04,-0.012,0.037,30,7,Simbad,290.40839,38.62439,290.40839,38.62439,3541061, ,4848,2.516,-0.24,12.948,2.008,0.0013,3605.847,0.507,DSEP,,1,Simbad,290.40839,38.62439
0.0072,290.65335,38.676262,3541897,45.3,0.58,4.55,0.04,258.11,0.3,0.29,0.03,-0.071,0.1,30,7,Simbad,290.65335,38.676262,290.65335,38.67626,3541897, ,4943,2.595,-0.36,11.683,1.963,0.00173,2621.672,0.514,DSEP,,1,Simbad,290.65335,38.67626
0.0036,291.29022,38.683411,3544121,28,0.46,3.69,0.04,320.43,0.45,0.34,0.04,-0.099,0.144,25,7,Simbad,291.29022,38.683411,291.29022,38.68341,3544121, ,5085,3.239,-0.18,4.941,1.543,0.018,1649.309,0.531,DSEP,,1,Simbad,291.29022,38.68341
0.0036,291.50592,38.670261,3544887,30.5,0.49,3.85,0.04,330.89,0.21,0.35,0.04,-0.083,0.065,45,11,Simbad,291.50592,38.670261,291.50592,38.67026,3544887, ,4807,2.407,-0.3,14.608,1.987,8.98E-04,3631.622,0.544,DSEP,,1,Simbad,291.50592,38.67026
0,291.80508,38.64798,3546046,178.9,2.07,14.04,0.06,82.59,0.12,0.13,0.02,0.288,0.105,360,25,Simbad,291.80508,38.64798,291.80508,38.64798,3546046, ,4845,3.182,0.16,5.143,1.465,0.0152,868.563,0.459,DSEP,,1,Simbad,291.80508,38.64798
0.0036,291.88419,38.626781,3546343,37.3,0.55,4.32,0.04,290.24,0.25,0.28,0.04,0.01,0.084,26,7,Simbad,291.88419,38.626781,291.88419,38.62678,3546343, ,5158,3.221,-0.1,5.599,1.901,0.0153,2101.623,0.56,DSEP,,1,Simbad,291.88419,38.62678
0,292.06485,38.67033,3547041,104.6,1.2,9.03,0.04,74.65,0.04,0.11,0.02,0.256,0.082,400,16,Simbad,292.06485,38.67033,292.06485,38.67033,3547041, ,4719,2.926,0.34,7.514,1.737,0.00577,1094.344,0.513,DSEP,,1,Simbad,292.06485,38.67033
0.0036,292.10577,38.645531,3547198,45,0.58,4.53,0.04,309.7,0.28,0.32,0.04,-0.123,0.069,32,8,Simbad,292.10577,38.645531,292.10577,38.64553,3547198, ,5037,2.59,0.07,14.889,3.145,0.00134,5036.995,0.569,DSEP,,1,Simbad,292.10577,38.64553
0,292.1181,38.68969,3547236,136.8,1.59,11.49,0.05,79.31,0.05,0.12,0.02,0.205,0.062,290,16,Simbad,292.1181,38.68969,292.1181,38.68969,3547236, ,4813,3.043,0.1,6.008,1.454,0.00945,1055.839,0.507,DSEP,,1,Simbad,292.1181,38.68969
0.0036,292.96353,38.652191,3550605,36.4,0.53,4.16,0.04,255.82,0.16,0.21,0.03,0.03,0.07,30,7,Simbad,292.96353,38.652191,292.96353,38.65219,3550605, ,4738,2.469,-0.04,13.916,2.082,0.00109,3663.796,0.606,DSEP,,1,Simbad,292.96353,38.65219
0,294.11081,38.69276,3555292,57.3,0.69,5.4,0.04,292.99,0.37,0.22,0.03,0.03,0.084,50,12,Simbad,294.11081,38.69276,294.11081,38.69276,3555292, ,4883,2.659,0.21,13.385,2.976,0.00175,3161.097,0.663,DSEP,,1,Simbad,294.11081,38.69276
0.0072,294.94962,38.663658,3558848,54.3,0.66,5.14,0.04,253.88,0.42,0.26,0.03,-0.069,0.132,30,7,Simbad,294.94962,38.663658,294.94962,38.66366,3558848, ,4837,2.644,0.07,12.382,2.46,0.00183,1106.011,0.593,DSEP,,1,Simbad,294.94962,38.66366
0.0036,295.21927,38.605389,3560093,83.1,0.93,7.1,0.04,291.66,0.96,0.22,0.02,0.072,0.14,80,20,Simbad,295.21927,38.605389,295.21927,38.60539,3560093, ,4967,2.837,-0.08,9.072,2.065,0.0039,1021.447,0.577,DSEP,,1,Simbad,295.21927,38.60539
0.0036,285.9725,38.720219,3628943,118,1.39,10.11,0.05,75.21,0.1,0.11,0.02,0.156,0.141,400,24,Simbad,285.9725,38.720219,285.9725,38.72022,3628943, ,4975,2.989,-0.12,6.907,1.695,0.00724,2661.371,0.39,DSEP,,1,Simbad,285.9725,38.72022
0.0072,286.13297,38.766842,3629335,29.2,0.52,4.14,0.04,310.9,0.2,0.36,0.04,0.07,0.074,30,7,Simbad,286.13297,38.766842,286.13297,38.76684,3629335, ,5088,2.396,-0.5,16.998,2.619,7.51E-04,5260.038,0.393,DSEP,,1,Simbad,286.13297,38.76684
0.0072,286.95685,38.791908,3631402,48.2,0.62,4.83,0.04,294.96,0.35,0.27,0.03,-0.085,0.089,30,7,Simbad,286.95685,38.791908,286.95685,38.79191,3631402, ,4886,2.566,0.21,15.671,3.295,0.00121,2308.949,0.41,DSEP,,1,Simbad,286.95685,38.79191
0.0036,287.03723,38.717999,3631621,37.3,0.54,4.28,0.04,312.01,0.19,0.22,0.03,-0.137,0.056,30,7,Simbad,287.03723,38.717999,287.03723,38.718,3631621, ,4895,2.486,-0.4,13.205,1.949,0.00119,3675.648,0.413,DSEP,,1,Simbad,287.03723,38.718
0.0036,287.11322,38.756519,3631821,59.4,0.71,5.52,0.04,315.62,0.18,0.34,0.03,-0.051,0.031,20,7,Simbad,287.11322,38.756519,287.11322,38.75652,3631821, ,5172,2.693,0.07,13.454,3.257,0.00188,1064.222,0.4,DSEP,,1,Simbad,287.11322,38.75652
0.0036,287.51151,38.721611,3632803,161.1,1.94,12.69,0.06,81.79,0.07,0.14,0.02,0.211,0.065,300,18,Simbad,287.51151,38.721611,287.51151,38.72161,3632803, ,5172,3.129,-0.12,6.46,2.048,0.0107,2061.519,0.424,DSEP,,1,Simbad,287.51151,38.72161
0,290.26309,38.75721,3641504,97.3,1.18,8.91,0.04,74.09,0.04,0.14,0.02,0.026,0.079,490,17,Simbad,290.26309,38.75721,290.26309,38.75721,3641504, ,5003,2.906,-0.36,7.141,1.497,0.00579,2025.832,0.499,DSEP,,1,Simbad,290.26309,38.75721
0,290.45203,38.71579,3642135,50.6,0.63,4.96,0.04,301.05,0.26,0.27,0.03,0.035,0.06,30,7,Simbad,290.45203,38.71579,290.45203,38.71579,3642135, ,4919,2.598,-0.3,11.715,1.985,0.00174,2207.725,0.506,DSEP,,1,Simbad,290.45203,38.71579
0.0036,290.6705,38.711681,3642837,88.4,1.06,8.06,0.04,73.41,0.04,0.12,0.02,0.299,0.102,710,21,Simbad,290.6705,38.711681,290.6705,38.71168,3642837, ,4774,2.848,0.18,8.541,1.874,0.00424,2419.98,0.513,DSEP,,1,Simbad,290.6705,38.71168
0.0072,291.29468,38.724838,3645006,32.9,0.51,4.06,0.04,313.89,0.34,0.22,0.03,-0.081,0.11,70,17,Simbad,291.29468,38.724838,291.29468,38.72484,3645006, ,4894,2.449,0.21,18.212,3.397,7.92E-04,6982.232,0.535,DSEP,,1,Simbad,291.29468,38.72484
0.0072,290.61432,38.848042,3744043,111.6,1.32,9.9,0.04,75.94,0.02,0.13,0.02,0.043,0.036,280,12,Simbad,290.61432,38.848042,290.61432,38.84804,3744043, ,4964,2.978,-0.32,5.835,1.181,0.00838,380.396,0.231,DSEP,,1,Simbad,290.61432,38.84804
0.0036,290.80981,38.882389,3744681,61.94,0.71,5.5,0.04,291.06,0.41,0.18,0.02,-0.001,0.088,110,22,Simbad,290.80981,38.882389,290.80981,38.88239,3744681, ,4959,2.715,0.07,11.829,2.647,0.00225,1037.312,0.471,DSEP,,1,Simbad,290.80981,38.88239
0.0036,292.09818,38.871841,3749487,69.98,0.84,6.55,0.04,68,0.02,0.12,0.02,-0.313,0.077,120,11,Simbad,292.09818,38.871841,292.09818,38.87184,3749487, ,4811,2.754,0.02,9.394,1.825,0.0031,909.611,0.472,DSEP,,1,Simbad,292.09818,38.87184
0.0036,290.68961,38.975971,3847667,32.4,0.51,4.02,0.04,311.1,0.23,0.35,0.04,0.012,0.077,35,8,Simbad,290.68961,38.975971,290.68961,38.97597,3847667, ,4782,2.433,0.07,17.304,2.958,8.04E-04,4708.328,0.508,DSEP,,1,Simbad,290.68961,38.97597
0.0036,291.67029,39.091881,3954857,36.29,0.53,4.17,0.04,259.24,0.12,0.28,0.03,0.028,0.05,30,7,Simbad,291.67029,39.091881,291.67029,39.09188,3954857, ,4767,2.561,-0.16,11.275,1.687,0.00166,1654.95,0.535,DSEP,,1,Simbad,291.67029,39.09188
0.0072,291.7113,39.050388,3955033,106.1,1.24,9.23,0.05,74.65,0.06,0.13,0.02,0.207,0.115,765,10,Simbad,291.7113,39.050388,291.7113,39.05039,3955033, ,4852,2.932,0.12,7.713,1.856,0.0057,2440.684,0.543,DSEP,,1,Simbad,291.7113,39.05039
0.0072,293.89307,39.118198,4066278,121.83,1.38,10.16,0.05,74.24,0.08,0.15,0.02,0.232,0.122,400,21,Simbad,293.89307,39.118198,293.89307,39.1182,4066278, ,4852,2.992,0.18,7.23,1.873,0.00698,1263.296,0.582,DSEP,,1,Simbad,293.89307,39.1182
0.0072,295.41803,39.172958,4072740,261.13,3.16,18.45,0.07,88.81,0.27,0.14,0.02,0.257,0.132,310,40,Simbad,295.41803,39.172958,295.41803,39.17296,4072740, ,4924,3.324,0.06,4.232,1.377,0.0256,270.146,0.159,DSEP,,1,Simbad,295.41803,39.17296
0.0036,288.97812,39.313061,4253026,36.72,0.54,4.29,0.04,248.66,0.15,0.29,0.03,0.066,0.069,60,14,Simbad,288.97812,39.313061,288.97812,39.31306,4253026, ,4970,2.483,-0.8,10.143,1.139,0.00154,1893.265,0.451,DSEP,,1,Simbad,288.97812,39.31306
0.0036,287.39862,39.497421,4351319,385.27,5.64,24.48,0.1,97.41,0.15,0.2,0.02,0.333,0.039,260,24,Simbad,287.39862,39.497421,287.39862,39.49742,4351319, ,4967,3.496,0.26,3.638,1.512,0.0442,275.565,0.159,DSEP,,1,Simbad,287.39862,39.49742
0.0036,286.46262,39.511459,4448777,216.49,2.77,17.01,0.08,89.46,0.08,0.17,0.02,0.24,0.047,400,19,Simbad,286.46262,39.511459,286.46262,39.51146,4448777, ,5024,3.258,0.1,5.156,1.756,0.018,780.31,0.353,DSEP,,1,Simbad,286.46262,39.51146
0,284.03543,39.87534,4726049,234.51,3.12,18.03,0.09,88.89,0.07,0.18,0.02,0.284,0.036,500,18,Simbad,284.03543,39.87534,284.03543,39.87534,4726049, ,4991,3.312,-0.1,4.186,1.313,0.0252,711.947,0.313,DSEP,,1,Simbad,284.03543,39.87534
0,297.5191,39.87265,4770846,55.77,0.7,5.46,0.04,308.3,0.54,0.15,0.02,-0.012,0.118,65,16,Simbad,297.5191,39.87265,297.5191,39.87265,4770846, ,4905,2.661,0.07,12.555,2.631,0.00187,722.901,0.462,DSEP,,1,Simbad,297.5191,39.87265
0.0036,298.65564,40.008301,4952717,202.33,2.48,15.58,0.07,86.78,0.09,0.16,0.02,0.353,0.058,330,20,Simbad,298.65564,40.008301,298.65564,40.0083,4952717, ,4798,3.127,0.12,5.246,1.343,0.0131,598.496,0.391,DSEP,,1,Simbad,298.65564,40.0083
0,295.32401,40.1544,5024476,68.66,0.75,5.73,0.04,299.6,1,0.27,0.03,-0.199,0.102,63,6,Simbad,295.32401,40.1544,295.32401,40.1544,5024476, ,4945,2.74,-0.26,9.61,1.849,0.00293,1991.491,0.664,DSEP,,1,Simbad,295.32401,40.1544
0.0036,297.13019,40.191719,5033245,425.32,17.47,26.82,0.36,111.68,0.18,0.18,0.03,0.426,0.034,200,25,Simbad,297.13019,40.191719,297.13019,40.19172,5033245, ,5125,3.535,0.12,3.54,1.567,0.0498,435.053,0.276,DSEP,,1,Simbad,297.13019,40.19172
0.0036,295.28577,40.224979,5112373,43.82,0.59,4.63,0.04,240.3,0.14,0.19,0.02,-0.246,0.058,37,3,Simbad,295.28577,40.224979,295.28577,40.22498,5112373, ,4733,2.556,-0.02,12.14,1.934,0.00152,2554.178,0.666,DSEP,,1,Simbad,295.28577,40.22498
0.0072,295.34943,40.362358,5200152,45.68,0.6,4.73,0.04,326.77,0.39,0.28,0.03,0.039,0.085,50,12,Simbad,295.34943,40.362358,295.34943,40.36236,5200152, ,4873,2.574,-0.3,11.595,1.836,0.00166,2503.34,0.664,DSEP,,1,Simbad,295.34943,40.36236
0,298.55176,40.39386,5215820,83.54,1,7.72,0.04,68.88,0.03,0.14,0.02,-0.009,0.078,220,13,Simbad,298.55176,40.39386,298.55176,40.39386,5215820, ,4759,2.837,0.04,7.689,1.483,0.00459,1176.342,0.681,DSEP,,1,Simbad,298.55176,40.39386
0.0072,299.5773,40.498508,5308777,85.79,1.02,7.78,0.04,70.34,0.02,0.12,0.02,0.24,0.063,460,14,Simbad,299.5773,40.498508,299.5773,40.49851,5308777, ,4877,2.839,0.14,9.214,2.138,0.00385,2321.567,0.949,DSEP,,1,Simbad,299.5773,40.49851
0.0036,296.55392,40.570671,5380775,65.03,0.76,5.96,0.04,78.37,0.03,0.12,0.02,0.057,0.085,480,15,Simbad,296.55392,40.570671,296.55392,40.57067,5380775, ,4751,2.722,0.28,10.628,2.173,0.00255,1465.836,0.669,DSEP,,1,Simbad,296.55392,40.57067
0.0072,297.60635,40.571442,5385518,56.66,0.68,5.31,0.04,79.9,0.03,0.12,0.02,0.197,0.105,380,14,Simbad,297.60635,40.571442,297.60635,40.57144,5385518, ,4770,2.668,0.16,11.231,2.145,0.00213,1241.611,0.666,DSEP,,1,Simbad,297.60635,40.57144
0.0036,299.1673,40.592621,5393453,128.05,1.45,10.57,0.05,76.2,0.06,0.12,0.02,0.149,0.081,510,20,Simbad,299.1673,40.592621,299.1673,40.59262,5393453, ,4873,3.028,0.18,6.936,1.873,0.0079,1178.828,0.696,DSEP,,1,Simbad,299.1673,40.59262
0,285.02097,40.64439,5429842,190.39,2.78,15.25,0.1,86.17,0.1,0.16,0.03,0.295,0.075,760,31,Simbad,285.02097,40.64439,285.02097,40.64439,5429842, ,5134,3.209,-0.22,5.303,1.661,0.0157,2460.239,0.353,DSEP,,1,Simbad,285.02097,40.64439
0.0036,285.14447,40.755341,5515314,136.8,1.5,10.84,0.05,79.12,0.1,0.13,0.02,0.24,0.117,860,36,Simbad,285.14447,40.755341,285.14447,40.75534,5515314, ,4787,3.018,0.44,7.294,2.022,0.00734,747.838,0.324,DSEP,,1,Simbad,285.14447,40.75534
0,282.8201,40.85392,5596656,275.01,4.49,20.85,0.13,95.76,0.12,0.2,0.03,0.252,0.051,300,22,Simbad,282.8201,40.85392,282.8201,40.85392,5596656, ,5040,3.361,-0.48,3.196,0.856,0.0369,208.924,0.112,DSEP,,1,Simbad,282.8201,40.85392
0.0036,296.49762,40.828651,5637392,82.75,1,7.72,0.04,70.6,0.03,0.12,0.02,0.202,0.072,360,15,Simbad,296.49762,40.828651,296.49762,40.82865,5637392, ,4839,2.843,-0.06,7.888,1.582,0.00454,1543.841,0.668,DSEP,,1,Simbad,296.49762,40.82865
0.0072,299.86703,40.805828,5653970,112.48,1.28,9.5,0.04,73.28,0.06,0.12,0.02,0.153,0.11,540,21,Simbad,299.86703,40.805828,299.86703,40.80583,5653970, ,4910,2.968,0,7.146,1.731,0.00668,960.049,0.61,DSEP,,1,Simbad,299.86703,40.80583
0.0072,288.00009,40.935398,5694017,183.51,2.16,14.35,0.06,83.52,0.1,0.13,0.02,0.205,0.083,500,23,Simbad,288.00009,40.935398,288.00009,40.9354,5694017, ,4843,3.183,0.26,5.372,1.604,0.0146,1255.484,0.4,DSEP,,1,Simbad,288.00009,40.9354
0.0036,292.15274,40.941071,5706531,72.39,0.91,7.01,0.04,67.66,0.03,0.12,0.02,0.208,0.088,120,13,Simbad,292.15274,40.941071,292.15274,40.94107,5706531, ,4847,2.776,-0.18,8.297,1.5,0.0037,2905.95,0.513,DSEP,,1,Simbad,292.15274,40.94107
0.0072,285.30817,41.151718,5858947,169.36,2.1,14.55,0.06,83.98,0.04,0.2,0.02,0.284,0.031,515,15,Simbad,285.30817,41.151718,285.30817,41.15172,5858947, ,5258,3.146,-1.04,4.163,0.884,0.0173,742.436,0.323,DSEP,,1,Simbad,285.30817,41.15172
0.0072,288.6958,41.194778,5866737,66.49,0.84,6.54,0.04,66.23,0.03,0.12,0.02,-0.061,0.12,100,13,Simbad,288.6958,41.194778,288.6958,41.19478,5866737, ,4845,2.744,-0.24,8.339,1.408,0.00342,825.052,0.375,DSEP,,1,Simbad,288.6958,41.19478
0.0036,293.38507,41.192261,5881316,74.86,0.94,7.28,0.04,71.94,0.03,0.12,0.02,-0.079,0.09,200,13,Simbad,293.38507,41.192261,293.38507,41.19226,5881316, ,4880,2.772,-0.08,9.41,1.912,0.00323,3605.48,0.55,DSEP,,1,Simbad,293.38507,41.19226
0.0036,289.89417,41.480801,6117517,118.29,1.36,10.16,0.04,76.71,0.04,0.12,0.02,0.291,0.065,420,16,Simbad,289.89417,41.480801,289.89417,41.4808,6117517, ,4726,2.986,0.26,6.563,1.52,0.00757,567.639,0.317,DSEP,,1,Simbad,289.89417,41.4808
0,297.40216,41.40398,6144777,128.23,1.5,11.03,0.05,79.05,0.04,0.13,0.02,0.21,0.055,244,5,Simbad,297.40216,41.40398,297.40216,41.40398,6144777, ,4795,3.011,0.16,6.418,1.542,0.00821,578.082,0.367,DSEP,,1,Simbad,297.40216,41.40398
0,290.26633,41.51572,6200178,78.07,0.91,6.99,0.04,76.14,0.03,0.12,0.02,0.036,0.074,360,14,Simbad,290.26633,41.51572,290.26633,41.51572,6200178, ,4906,2.822,-0.16,8.339,1.684,0.00409,845.592,0.398,DSEP,,1,Simbad,290.26633,41.51572
0,287.60452,41.61367,6273090,224.68,2.74,16.08,0.07,73.54,0.15,0.13,0.02,0.255,0.131,380,31,Simbad,287.60452,41.61367,287.60452,41.61367,6273090, ,5010,3.298,0.2,4.96,1.781,0.0206,862.485,0.362,DSEP,,1,Simbad,287.60452,41.61367
0,291.58408,41.7733,6363338,39.5,0.56,4.44,0.04,281.63,0.13,0.26,0.03,0.076,0.042,22,7,Simbad,291.58408,41.7733,291.58408,41.7733,6363338, ,4903,2.522,-0.48,11.723,1.669,0.00146,2248.066,0.478,DSEP,,1,Simbad,291.58408,41.7733
0.0072,281.49725,42.047668,6579495,85.83,1.06,8.19,0.04,73.54,0.05,0.15,0.02,0.099,0.124,350,17,Simbad,281.49725,42.047668,281.49725,42.04767,6579495, ,4745,2.846,0,6.904,1.218,0.00521,1067.824,0.293,DSEP,,1,Simbad,281.49725,42.04767
0.0072,291.35065,42.009392,6604616,30.4,0.49,3.88,0.04,283.81,0.18,0.35,0.04,-0.068,0.077,34,8,Simbad,291.35065,42.009392,291.35065,42.00939,6604616, ,4815,2.38,-0.46,13.844,1.677,8.90E-04,2495.71,0.468,DSEP,,1,Simbad,291.35065,42.00939
0.0036,295.7554,42.091839,6620586,165.2,1.97,12.47,0.07,67.63,0.04,0.11,0.02,0.255,0.057,150,15,Simbad,295.7554,42.091839,295.7554,42.09184,6620586, ,5284,3.147,-0.34,6.192,1.966,0.0117,1956.938,0.615,DSEP,,1,Simbad,295.7554,42.09184
0.0036,286.47751,42.259689,6762022,40.25,0.56,4.41,0.04,259.19,0.09,0.25,0.03,-0.229,0.034,30,7,Simbad,286.47751,42.259689,286.47751,42.25969,6762022, ,4964,2.503,0.07,16.606,3.198,9.84E-04,2344.175,0.361,DSEP,,1,Simbad,286.47751,42.25969
0.0072,284.49438,42.458778,6928997,120.67,1.36,10.04,0.05,77.04,0.05,0.12,0.02,0.225,0.066,420,17,Simbad,284.49438,42.458778,284.49438,42.45878,6928997, ,4986,2.982,0.21,8.244,2.376,0.00597,1201.63,0.328,DSEP,,1,Simbad,284.49438,42.45878
0,289.2637,42.50029,7025568,56.26,0.7,5.45,0.04,286.87,0.24,0.28,0.03,0.044,0.055,60,15,Simbad,289.2637,42.50029,289.2637,42.50029,7025568, ,5121,2.672,-0.96,8.026,1.103,0.00301,2063.195,0.41,DSEP,,1,Simbad,289.2637,42.50029
0.0036,281.95566,42.807091,7257175,80.4,1.06,8.13,0.04,72.85,0.05,0.14,0.02,0.343,0.123,370,17,Simbad,281.95566,42.807091,281.95566,42.80709,7257175, ,5226,2.831,-0.5,9.658,2.306,0.0036,3588.292,0.295,DSEP,,1,Simbad,281.95566,42.80709
0,286.61142,42.80275,7267119,85.1,1.08,8.29,0.04,74.24,0.03,0.13,0.02,0.349,0.06,500,15,Simbad,286.61142,42.80275,286.61142,42.80275,7267119, ,4696,2.852,-0.08,5.942,0.915,0.00614,1304.067,0.357,DSEP,,1,Simbad,286.61142,42.80275
0.0072,290.29251,43.058128,7439931,240.14,3.17,17.32,0.09,85.21,0.16,0.16,0.02,0.263,0.098,168,27,Simbad,290.29251,43.058128,290.29251,43.05813,7439931, ,4976,3.308,-0.06,4.262,1.347,0.0245,686.96,0.35,DSEP,,1,Simbad,290.29251,43.05813
0.0072,282.38931,43.281792,7584900,322.61,5.18,22.15,0.12,96.41,0.25,0.19,0.02,0.318,0.087,280,35,Simbad,282.38931,43.281792,282.38931,43.28179,7584900, ,4866,3.417,0.18,3.669,1.283,0.0366,473.906,0.237,DSEP,,1,Simbad,282.38931,43.28179
0.0036,295.3269,43.235359,7619745,169.35,1.91,13.13,0.05,78.82,0.07,0.13,0.02,0.288,0.07,370,19,Simbad,295.3269,43.235359,295.3269,43.23536,7619745, ,4930,3.141,-0.08,5.22,1.375,0.0136,808.866,0.442,DSEP,,1,Simbad,295.3269,43.23536
0.0072,281.83783,44.575378,8475025,111.84,1.29,9.66,0.04,74.38,0.03,0.13,0.02,0.149,0.062,330,14,Simbad,281.83783,44.575378,281.83783,44.57538,8475025, ,5045,2.96,-0.74,4.947,0.814,0.00946,792.006,0.276,DSEP,,1,Simbad,281.83783,44.57538
0.0036,300.00729,44.579929,8522050,76.23,0.88,6.73,0.04,187.86,0.13,0.28,0.03,-0.033,0.046,75,15,Simbad,300.00729,44.579929,300.00729,44.57993,8522050, ,5030,2.794,-0.54,7.999,1.451,0.00399,1305.362,0.645,DSEP,,1,Simbad,300.00729,44.57993
0,291.34393,44.74614,8623565,95.61,1.11,8.47,0.04,71.92,0.05,0.1,0.02,0.162,0.104,560,20,Simbad,291.34393,44.74614,291.34393,44.74614,8623565, ,4852,2.896,0.04,7.797,1.742,0.00518,1926.731,0.422,DSEP,,1,Simbad,291.34393,44.74614
0,300.91455,44.81794,8718745,128.4,1.56,11.41,0.05,80.03,0.05,0.15,0.02,0.28,0.072,430,17,Simbad,300.91455,44.81794,300.91455,44.81794,8718745, ,4822,3.02,-0.22,4.825,0.889,0.0111,468.198,0.296,DSEP,,1,Simbad,300.91455,44.81794
0.0108,291.01407,44.933537,8751420,566.39,19.39,34.6,0.28,132.79,0.51,0.25,0.03,0.277,0.052,600,57,Simbad,291.01407,44.933537,291.01407,44.93354,8751420, ,5297,3.697,-0.22,2.568,1.197,0.0995,54.517,0.003,DSEP,,1,Simbad,291.01407,44.93354
0.0072,295.02359,45.071732,8827367,234.45,2.89,17.1,0.07,88.65,0.2,0.16,0.02,0.316,0.109,240,32,Simbad,295.02359,45.071732,295.02359,45.07173,8827367, ,4876,3.307,0.38,4.753,1.67,0.0219,797.374,0.415,DSEP,,1,Simbad,295.02359,45.07173
0,287.88556,45.52293,9145955,130.95,1.5,11.03,0.05,76.81,0.02,0.12,0.02,0.264,0.026,330,13,Simbad,287.88556,45.52293,287.88556,45.52293,9145955, ,5182,3.029,-0.42,6.769,1.789,0.00812,498.454,0.264,DSEP,,1,Simbad,287.88556,45.52293
0.0036,285.0311,45.759029,9267654,118.2,1.39,10.36,0.05,77.94,0.07,0.13,0.02,0.216,0.103,460,20,Simbad,285.0311,45.759029,285.0311,45.75903,9267654, ,5021,2.967,-0.14,7.475,1.89,0.00637,1382.258,0.312,DSEP,,1,Simbad,285.0311,45.75903
0.0072,295.87292,46.014462,9475697,114.82,1.33,9.88,0.04,75.56,0.05,0.11,0.02,0.231,0.078,605,21,Simbad,295.87292,46.014462,295.87292,46.01446,9475697, ,4847,2.953,0.12,7.34,1.765,0.00629,844.238,0.429,DSEP,,1,Simbad,295.87292,46.01446
0,284.79102,46.28495,9574283,448.52,9.72,29.8,0.18,114.26,0.16,0.3,0.03,0.409,0.029,700,30,Simbad,284.79102,46.28495,284.79102,46.28495,9574283, ,5188,3.596,-0.44,2.638,1.002,0.0769,314.598,0.174,DSEP,,1,Simbad,284.79102,46.28495
0,284.99429,46.24173,9574650,106.42,1.28,9.64,0.04,75.92,0.03,0.14,0.02,0.168,0.052,350,14,Simbad,284.99429,46.24173,284.99429,46.24173,9574650, ,5052,2.93,-0.36,7.219,1.619,0.00606,1240.91,0.308,DSEP,,1,Simbad,284.99429,46.24173
0.0036,287.74432,46.781609,9882316,180.4,2.09,13.68,0.06,80.3,0.23,0.15,0.02,0.226,0.146,900,65,Simbad,287.74432,46.781609,287.74432,46.78161,9882316, ,5422,3.182,-0.48,5.881,1.914,0.0133,1278.05,0.338,DSEP,,1,Simbad,287.74432,46.78161
0.0036,283.70273,47.137859,10123207,160.29,1.94,13.67,0.06,83.57,0.05,0.15,0.02,0.284,0.045,300,15,Simbad,283.70273,47.137859,283.70273,47.13786,10123207, ,4886,3.108,-0.3,4.32,0.873,0.0153,707.675,0.274,DSEP,,1,Simbad,283.70273,47.13786
0,288.67978,47.28252,10200377,143.1,1.77,12.54,0.06,81.33,0.07,0.14,0.02,0.302,0.07,320,18,Simbad,288.67978,47.28252,288.67978,47.28252,10200377, ,5080,3.049,-0.74,4.507,0.829,0.0128,831.823,0.328,DSEP,,1,Simbad,288.67978,47.28252
0.0036,283.73288,47.357521,10257278,148.95,1.72,12.2,0.05,79.52,0.04,0.13,0.02,0.275,0.039,495,16,Simbad,283.73288,47.357521,283.73288,47.35752,10257278, ,4891,3.099,0.04,5.745,1.513,0.0112,1035.147,0.287,DSEP,,1,Simbad,283.73288,47.35752
0.0036,291.36295,47.328709,10272858,341.45,6.16,22.71,0.14,96.9,0.3,0.19,0.02,0.338,0.098,660,20,Simbad,291.36295,47.328709,291.36295,47.32871,10272858, ,5036,3.458,-0.12,3.402,1.212,0.0433,497.016,0.274,DSEP,,1,Simbad,291.36295,47.32871
